ec_num	uniprot_id	opt	species	references	comments	opt_mean
1.10.3.2	H9C4A3	3.0	Coprinus comatus	11884407,11916665,14717699,12949171,15195712,16410773,18467859,20716485,22210206,20855194,23073779,23076537,23081836,25778839,25257594,25083593,25876603,28384218,25356987,24710109,24178808	#79# both isoenzymes, substrate 2,6-dimethoxyphenol <56>; #3# or less, substrate 2,2-azinobis(3-ethylbenzothiazoline-6-sulfonic acid) <55>; #94# Lac I and Lac II, substrate 2,6-dimethoxyphenol <93>; #83,91# substrate 2,2-azinobis(3-ethylbenzothiazoline-6-sulfonic acid) <74,81>; #25# substrates 2,2-azinobis(3-ethylbenzothiazoline-6-sulfonic acid), 2,6-dimethoxyphenol, catechol, pyrogallol <90>; #120# oxidation of 2,2-azino-bis(3-ethylbenzothiazoline-6-sulfonate) <142>; #74# substrate: 2,6-dimethoxyphenol <239>; #179# wild-type enzyme with substrate 2,6-dimethoxyphenol <186>; #185,187# with substrate 2,2-azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)  <195,200>; #188# with substrate 2,2-azino-bis(3-ethylbenzthiazoline-6-sulfonic acid), recombinant Lac1 <196>; #192# with substrate 2,2-azinobis-(3-ethylbenzthiazoline-6-sulfonate) <199>; #15# with substrate o-tolidine <188>; #191# with substrates 2,6-dimethoxyphenol and guaiacol <198>; #199# below, substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid) <219>; #16,24# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid) <242,246>; #205,215,221,222,223,224# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid) or 2,6-dimethoxyphenol <241,247>; #207# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid), isoenzyme Lac3 <248>; #219# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid), isoenzyme Lac4 <248>; #200# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid) or 2,6-dimethoxyphenol <221>; #102# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonix acid) or 2,6-dimethoxyphenol <221>	3.0
1.1.1.1	Q5JI09	3.0	Thermococcus kodakarensis	23354700	#152# reduction of aldehydes <242>	3.0
1.10.3.2	X5JA14	3.0	Coprinus comatus	11884407,11916665,14717699,12949171,15195712,16410773,18467859,20716485,22210206,20855194,23073779,23076537,23081836,25778839,25257594,25083593,25876603,28384218,25356987,24710109,24178808	#79# both isoenzymes, substrate 2,6-dimethoxyphenol <56>; #3# or less, substrate 2,2-azinobis(3-ethylbenzothiazoline-6-sulfonic acid) <55>; #94# Lac I and Lac II, substrate 2,6-dimethoxyphenol <93>; #83,91# substrate 2,2-azinobis(3-ethylbenzothiazoline-6-sulfonic acid) <74,81>; #25# substrates 2,2-azinobis(3-ethylbenzothiazoline-6-sulfonic acid), 2,6-dimethoxyphenol, catechol, pyrogallol <90>; #120# oxidation of 2,2-azino-bis(3-ethylbenzothiazoline-6-sulfonate) <142>; #74# substrate: 2,6-dimethoxyphenol <239>; #179# wild-type enzyme with substrate 2,6-dimethoxyphenol <186>; #185,187# with substrate 2,2-azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)  <195,200>; #188# with substrate 2,2-azino-bis(3-ethylbenzthiazoline-6-sulfonic acid), recombinant Lac1 <196>; #192# with substrate 2,2-azinobis-(3-ethylbenzthiazoline-6-sulfonate) <199>; #15# with substrate o-tolidine <188>; #191# with substrates 2,6-dimethoxyphenol and guaiacol <198>; #199# below, substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid) <219>; #16,24# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid) <242,246>; #205,215,221,222,223,224# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid) or 2,6-dimethoxyphenol <241,247>; #207# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid), isoenzyme Lac3 <248>; #219# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid), isoenzyme Lac4 <248>; #200# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid) or 2,6-dimethoxyphenol <221>; #102# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonix acid) or 2,6-dimethoxyphenol <221>	3.0
3.5.1.5	B3XPZ3	3.0	Limosilactobacillus reuteri		None	3.0
1.10.3.2	E7BLR0	3.0	Cerrena sp. WR1	11884407,11916665,14717699,12949171,15195712,16410773,18467859,20716485,22210206,20855194,23073779,23076537,23081836,25778839,25257594,25083593,25876603,28384218,25356987,24710109,24178808	#79# both isoenzymes, substrate 2,6-dimethoxyphenol <56>; #3# or less, substrate 2,2-azinobis(3-ethylbenzothiazoline-6-sulfonic acid) <55>; #94# Lac I and Lac II, substrate 2,6-dimethoxyphenol <93>; #83,91# substrate 2,2-azinobis(3-ethylbenzothiazoline-6-sulfonic acid) <74,81>; #25# substrates 2,2-azinobis(3-ethylbenzothiazoline-6-sulfonic acid), 2,6-dimethoxyphenol, catechol, pyrogallol <90>; #120# oxidation of 2,2-azino-bis(3-ethylbenzothiazoline-6-sulfonate) <142>; #74# substrate: 2,6-dimethoxyphenol <239>; #179# wild-type enzyme with substrate 2,6-dimethoxyphenol <186>; #185,187# with substrate 2,2-azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)  <195,200>; #188# with substrate 2,2-azino-bis(3-ethylbenzthiazoline-6-sulfonic acid), recombinant Lac1 <196>; #192# with substrate 2,2-azinobis-(3-ethylbenzthiazoline-6-sulfonate) <199>; #15# with substrate o-tolidine <188>; #191# with substrates 2,6-dimethoxyphenol and guaiacol <198>; #199# below, substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid) <219>; #16,24# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid) <242,246>; #205,215,221,222,223,224# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid) or 2,6-dimethoxyphenol <241,247>; #207# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid), isoenzyme Lac3 <248>; #219# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid), isoenzyme Lac4 <248>; #200# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid) or 2,6-dimethoxyphenol <221>; #102# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonix acid) or 2,6-dimethoxyphenol <221>	3.0
1.10.3.2	A0A144KZD6	3.0	Trametes versicolor	11884407,11916665,14717699,12949171,15195712,16410773,18467859,20716485,22210206,20855194,23073779,23076537,23081836,25778839,25257594,25083593,25876603,28384218,25356987,24710109,24178808	#79# both isoenzymes, substrate 2,6-dimethoxyphenol <56>; #3# or less, substrate 2,2-azinobis(3-ethylbenzothiazoline-6-sulfonic acid) <55>; #94# Lac I and Lac II, substrate 2,6-dimethoxyphenol <93>; #83,91# substrate 2,2-azinobis(3-ethylbenzothiazoline-6-sulfonic acid) <74,81>; #25# substrates 2,2-azinobis(3-ethylbenzothiazoline-6-sulfonic acid), 2,6-dimethoxyphenol, catechol, pyrogallol <90>; #120# oxidation of 2,2-azino-bis(3-ethylbenzothiazoline-6-sulfonate) <142>; #74# substrate: 2,6-dimethoxyphenol <239>; #179# wild-type enzyme with substrate 2,6-dimethoxyphenol <186>; #185,187# with substrate 2,2-azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)  <195,200>; #188# with substrate 2,2-azino-bis(3-ethylbenzthiazoline-6-sulfonic acid), recombinant Lac1 <196>; #192# with substrate 2,2-azinobis-(3-ethylbenzthiazoline-6-sulfonate) <199>; #15# with substrate o-tolidine <188>; #191# with substrates 2,6-dimethoxyphenol and guaiacol <198>; #199# below, substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid) <219>; #16,24# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid) <242,246>; #205,215,221,222,223,224# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid) or 2,6-dimethoxyphenol <241,247>; #207# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid), isoenzyme Lac3 <248>; #219# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid), isoenzyme Lac4 <248>; #200# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid) or 2,6-dimethoxyphenol <221>; #102# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonix acid) or 2,6-dimethoxyphenol <221>	3.0
3.5.1.5	B3XPZ4	3.0	Limosilactobacillus reuteri		None	3.0
1.10.3.2	O60199	3.0	Pleurotus ostreatus	11884407,11916665,14717699,12949171,15195712,16410773,18467859,20716485,22210206,20855194,23073779,23076537,23081836,25778839,25257594,25083593,25876603,28384218,25356987,24710109,24178808	#79# both isoenzymes, substrate 2,6-dimethoxyphenol <56>; #3# or less, substrate 2,2-azinobis(3-ethylbenzothiazoline-6-sulfonic acid) <55>; #94# Lac I and Lac II, substrate 2,6-dimethoxyphenol <93>; #83,91# substrate 2,2-azinobis(3-ethylbenzothiazoline-6-sulfonic acid) <74,81>; #25# substrates 2,2-azinobis(3-ethylbenzothiazoline-6-sulfonic acid), 2,6-dimethoxyphenol, catechol, pyrogallol <90>; #120# oxidation of 2,2-azino-bis(3-ethylbenzothiazoline-6-sulfonate) <142>; #74# substrate: 2,6-dimethoxyphenol <239>; #179# wild-type enzyme with substrate 2,6-dimethoxyphenol <186>; #185,187# with substrate 2,2-azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)  <195,200>; #188# with substrate 2,2-azino-bis(3-ethylbenzthiazoline-6-sulfonic acid), recombinant Lac1 <196>; #192# with substrate 2,2-azinobis-(3-ethylbenzthiazoline-6-sulfonate) <199>; #15# with substrate o-tolidine <188>; #191# with substrates 2,6-dimethoxyphenol and guaiacol <198>; #199# below, substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid) <219>; #16,24# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid) <242,246>; #205,215,221,222,223,224# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid) or 2,6-dimethoxyphenol <241,247>; #207# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid), isoenzyme Lac3 <248>; #219# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid), isoenzyme Lac4 <248>; #200# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid) or 2,6-dimethoxyphenol <221>; #102# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonix acid) or 2,6-dimethoxyphenol <221>	3.0
3.5.1.5	B3XPZ2	3.0	Limosilactobacillus reuteri		None	3.0
1.20.1.1	F2YGD2	3.0	Pseudomonas sp.	22238013	#8# NaH2PO4/H3PO4 buffer <13>	3.0
1.10.3.2	A0A144KZI7	3.0	Trametes versicolor	11884407,11916665,14717699,12949171,15195712,16410773,18467859,20716485,22210206,20855194,23073779,23076537,23081836,25778839,25257594,25083593,25876603,28384218,25356987,24710109,24178808	#79# both isoenzymes, substrate 2,6-dimethoxyphenol <56>; #3# or less, substrate 2,2-azinobis(3-ethylbenzothiazoline-6-sulfonic acid) <55>; #94# Lac I and Lac II, substrate 2,6-dimethoxyphenol <93>; #83,91# substrate 2,2-azinobis(3-ethylbenzothiazoline-6-sulfonic acid) <74,81>; #25# substrates 2,2-azinobis(3-ethylbenzothiazoline-6-sulfonic acid), 2,6-dimethoxyphenol, catechol, pyrogallol <90>; #120# oxidation of 2,2-azino-bis(3-ethylbenzothiazoline-6-sulfonate) <142>; #74# substrate: 2,6-dimethoxyphenol <239>; #179# wild-type enzyme with substrate 2,6-dimethoxyphenol <186>; #185,187# with substrate 2,2-azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)  <195,200>; #188# with substrate 2,2-azino-bis(3-ethylbenzthiazoline-6-sulfonic acid), recombinant Lac1 <196>; #192# with substrate 2,2-azinobis-(3-ethylbenzthiazoline-6-sulfonate) <199>; #15# with substrate o-tolidine <188>; #191# with substrates 2,6-dimethoxyphenol and guaiacol <198>; #199# below, substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid) <219>; #16,24# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid) <242,246>; #205,215,221,222,223,224# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid) or 2,6-dimethoxyphenol <241,247>; #207# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid), isoenzyme Lac3 <248>; #219# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid), isoenzyme Lac4 <248>; #200# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid) or 2,6-dimethoxyphenol <221>; #102# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonix acid) or 2,6-dimethoxyphenol <221>	3.0
1.10.3.2	A0A144KZF3	3.0	Trametes versicolor	11884407,11916665,14717699,12949171,15195712,16410773,18467859,20716485,22210206,20855194,23073779,23076537,23081836,25778839,25257594,25083593,25876603,28384218,25356987,24710109,24178808	#79# both isoenzymes, substrate 2,6-dimethoxyphenol <56>; #3# or less, substrate 2,2-azinobis(3-ethylbenzothiazoline-6-sulfonic acid) <55>; #94# Lac I and Lac II, substrate 2,6-dimethoxyphenol <93>; #83,91# substrate 2,2-azinobis(3-ethylbenzothiazoline-6-sulfonic acid) <74,81>; #25# substrates 2,2-azinobis(3-ethylbenzothiazoline-6-sulfonic acid), 2,6-dimethoxyphenol, catechol, pyrogallol <90>; #120# oxidation of 2,2-azino-bis(3-ethylbenzothiazoline-6-sulfonate) <142>; #74# substrate: 2,6-dimethoxyphenol <239>; #179# wild-type enzyme with substrate 2,6-dimethoxyphenol <186>; #185,187# with substrate 2,2-azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)  <195,200>; #188# with substrate 2,2-azino-bis(3-ethylbenzthiazoline-6-sulfonic acid), recombinant Lac1 <196>; #192# with substrate 2,2-azinobis-(3-ethylbenzthiazoline-6-sulfonate) <199>; #15# with substrate o-tolidine <188>; #191# with substrates 2,6-dimethoxyphenol and guaiacol <198>; #199# below, substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid) <219>; #16,24# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid) <242,246>; #205,215,221,222,223,224# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid) or 2,6-dimethoxyphenol <241,247>; #207# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid), isoenzyme Lac3 <248>; #219# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid), isoenzyme Lac4 <248>; #200# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid) or 2,6-dimethoxyphenol <221>; #102# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonix acid) or 2,6-dimethoxyphenol <221>	3.0
3.2.1.37	A0A0H3W535	3.0	Talaromyces amestolkiae	26150469	#6# both, soluble and immobilized forms <38>	3.0
1.10.3.2	A0A144KZJ7	3.0	Trametes versicolor	11884407,11916665,14717699,12949171,15195712,16410773,18467859,20716485,22210206,20855194,23073779,23076537,23081836,25778839,25257594,25083593,25876603,28384218,25356987,24710109,24178808	#79# both isoenzymes, substrate 2,6-dimethoxyphenol <56>; #3# or less, substrate 2,2-azinobis(3-ethylbenzothiazoline-6-sulfonic acid) <55>; #94# Lac I and Lac II, substrate 2,6-dimethoxyphenol <93>; #83,91# substrate 2,2-azinobis(3-ethylbenzothiazoline-6-sulfonic acid) <74,81>; #25# substrates 2,2-azinobis(3-ethylbenzothiazoline-6-sulfonic acid), 2,6-dimethoxyphenol, catechol, pyrogallol <90>; #120# oxidation of 2,2-azino-bis(3-ethylbenzothiazoline-6-sulfonate) <142>; #74# substrate: 2,6-dimethoxyphenol <239>; #179# wild-type enzyme with substrate 2,6-dimethoxyphenol <186>; #185,187# with substrate 2,2-azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)  <195,200>; #188# with substrate 2,2-azino-bis(3-ethylbenzthiazoline-6-sulfonic acid), recombinant Lac1 <196>; #192# with substrate 2,2-azinobis-(3-ethylbenzthiazoline-6-sulfonate) <199>; #15# with substrate o-tolidine <188>; #191# with substrates 2,6-dimethoxyphenol and guaiacol <198>; #199# below, substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid) <219>; #16,24# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid) <242,246>; #205,215,221,222,223,224# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid) or 2,6-dimethoxyphenol <241,247>; #207# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid), isoenzyme Lac3 <248>; #219# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid), isoenzyme Lac4 <248>; #200# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid) or 2,6-dimethoxyphenol <221>; #102# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonix acid) or 2,6-dimethoxyphenol <221>	3.0
1.10.3.2	A0A144KZK6	3.0	Trametes versicolor	11884407,11916665,14717699,12949171,15195712,16410773,18467859,20716485,22210206,20855194,23073779,23076537,23081836,25778839,25257594,25083593,25876603,28384218,25356987,24710109,24178808	#79# both isoenzymes, substrate 2,6-dimethoxyphenol <56>; #3# or less, substrate 2,2-azinobis(3-ethylbenzothiazoline-6-sulfonic acid) <55>; #94# Lac I and Lac II, substrate 2,6-dimethoxyphenol <93>; #83,91# substrate 2,2-azinobis(3-ethylbenzothiazoline-6-sulfonic acid) <74,81>; #25# substrates 2,2-azinobis(3-ethylbenzothiazoline-6-sulfonic acid), 2,6-dimethoxyphenol, catechol, pyrogallol <90>; #120# oxidation of 2,2-azino-bis(3-ethylbenzothiazoline-6-sulfonate) <142>; #74# substrate: 2,6-dimethoxyphenol <239>; #179# wild-type enzyme with substrate 2,6-dimethoxyphenol <186>; #185,187# with substrate 2,2-azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)  <195,200>; #188# with substrate 2,2-azino-bis(3-ethylbenzthiazoline-6-sulfonic acid), recombinant Lac1 <196>; #192# with substrate 2,2-azinobis-(3-ethylbenzthiazoline-6-sulfonate) <199>; #15# with substrate o-tolidine <188>; #191# with substrates 2,6-dimethoxyphenol and guaiacol <198>; #199# below, substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid) <219>; #16,24# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid) <242,246>; #205,215,221,222,223,224# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid) or 2,6-dimethoxyphenol <241,247>; #207# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid), isoenzyme Lac3 <248>; #219# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid), isoenzyme Lac4 <248>; #200# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid) or 2,6-dimethoxyphenol <221>; #102# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonix acid) or 2,6-dimethoxyphenol <221>	3.0
3.2.1.35	E7FI87	3.0-3.3	Talaromyces purpureogenus	21094645	None	3.15
1.11.1.19	Q8WZK8	3.2	Bjerkandera adusta	14684913,16511141,10049859,10742277,15313183,19217546,25655348	#11# native enzyme <5>; #10# isozymes Dyp1 and Dyp2 <19>; #11# using Reactive Blue 5, Reactive Blue 19, 1-amino-4-(3-amino-4-sodium-sulfonoanilino)-2-sodium anthraquinone sulfonate, 1,4-diamino-2-sodium anthraquinone sulfonate, Reactive Black 5, Reactive Red 33, or Reactive Yellow 2 as substrate <4>	3.2
3.2.1.37	O00089	3.2	Aspergillus niger	11722900	None	3.2
3.2.1.23	Q10RB4	3.0-3.5	Oryza sativa		#21# immobilized enzyme <11>; #229# recombinnat isozyme OsGal1 <168>	3.25
3.1.3.2	P09889	3.0-3.5	Sus scrofa	15047187	#3,191# highest catalytic efficiency <146>	3.25
3.2.1.41	Q4J9M2	3.0-3.5	Sulfolobus acidocaldarius	26104674	#55# amylolytic activity towards starch <87>	3.25
3.6.1.1	P50308	3.0-3.5	Sulfolobus acidocaldarius	8282721	None	3.25
1.10.3.2	A0A140CWW4	3.5	Coriolopsis trogii	18600674,11693941,23081836,26590586,26040112	#14# substrate p-phenylenediamine, has two optima: pH 3.5 and 5.6 <27>; #26# substrate sinapic acid <3>; #83# substrate guaiacol <74>; #229# substrate: 2,6-dimethoxyphenol <226>; #185# with substrate 2,6-dimethoxyphenol <200>; #1,216# substrate: 2,2-azino-bis-(3-ethylbenzthiazoline-6-sulfonic acid) <217,251>; #215,221,222,223,224# substrate: guaiacol <241>	3.5
3.2.1.14	A0A0F6NWE3	3.5	Paenibacillus barengoltzii	12483557,30616169,27320843	#120# isoenzyme I and III, first optimum <23>; #290# in 50 mM phosphate-citrate buffer <348>	3.5
3.2.1.8	O43097	3.5	Thermomyces lanuginosus	29355625	#52# xylanase A <13>; #124# isozymes I and III <102>; #100# xylanase III <301>; #119# carboxymethyl cellulase activity of the fusion enzyme (EG-M-Xyn) of endoglucanase (cellulase) from Teleogryllus emma and xylanase from Thermomyces lanuginosus and of the parental endoglucanase <401>	3.5
3.2.1.20	J9SJ08	3.5	Apis cerana indica	5010298,23419073	#55# hydrolysis of maltose <42>; #148# recombinant His-tagged enzyme <212>	3.5
3.2.1.57	O00105	3.5	Aspergillus brasiliensis	9169610,12834298,25359784	#1# recombinant enzyme <5>; #1# deglycosylated recombinant IPU, native IPU has a similar pH-optimum <10>	3.5
3.2.1.94	Q6BE01	3.5	Arthrobacter dextranolyticus	15248038	None	3.5
3.4.22.34	D8M176	3.0-4.0	Blastocystis hominis	27609526	None	3.5
1.15.1.1	A0A1L5JYH9	3.0-4.0	Rhodotorula mucilaginosa	28639705	None	3.5
1.11.1.19	D5LRR6	3.5	Pseudomonas aeruginosa	19967355,22161141	#23# for Reactive Blue 19-decolorizing activity in 25 mM citrate buffer <9>	3.5
1.11.1.19	Q47KB1	3.5	Thermobifida fusca YX	19967355,22161141	#23# for Reactive Blue 19-decolorizing activity in 25 mM citrate buffer <9>	3.5
3.2.1.78	B4XC07	3.5	Cryptopygus antarcticus	18579426	None	3.5
3.2.1.4	A8CYP6	3.5	Teleogryllus emma	1368541,18568289,18479937,25331339,28156112,29355625	#4# endoglucanase I and II <12>; #198# maximum carboxymethyl cellulase activity at <206>; #305# carboxymethyl cellulase activity of the fusion enzyme (EG-M-Xyn) of endoglucanase (cellulase) from Teleogryllus emma and xylanase from Thermomyces lanuginosus and of the parental endoglucanase <448>	3.5
3.1.3.26	Q6RK08	3.5	Escherichia coli	15834794,18443782,21380516	#7# recombinant enzyme. The enzyme may be a 3-phytase, EC 3.1.3.8, or a 6-phytase, EC 3.1.3.26. The product of the hydrolysis of myo-inositol hexakisphosphate i.e. myo-inositol 1,2,3,4,5-pentakisphosphate or myo-inositol 1,3,4,5,6-pentakisphosphate has not been identified <69>	3.5
3.2.1.4	A4UU22	3.5	Cryptococcus sp. S-2	1368541,18568289,18479937,25331339,28156112,29355625	#4# endoglucanase I and II <12>; #198# maximum carboxymethyl cellulase activity at <206>; #305# carboxymethyl cellulase activity of the fusion enzyme (EG-M-Xyn) of endoglucanase (cellulase) from Teleogryllus emma and xylanase from Thermomyces lanuginosus and of the parental endoglucanase <448>	3.5
3.2.1.4	D3GDK4	3.5	Cryptopygus antarcticus	1368541,18568289,18479937,25331339,28156112,29355625	#4# endoglucanase I and II <12>; #198# maximum carboxymethyl cellulase activity at <206>; #305# carboxymethyl cellulase activity of the fusion enzyme (EG-M-Xyn) of endoglucanase (cellulase) from Teleogryllus emma and xylanase from Thermomyces lanuginosus and of the parental endoglucanase <448>	3.5
3.2.1.4	O74705	3.5	Aspergillus niger	1368541,18568289,18479937,25331339,28156112,29355625	#4# endoglucanase I and II <12>; #198# maximum carboxymethyl cellulase activity at <206>; #305# carboxymethyl cellulase activity of the fusion enzyme (EG-M-Xyn) of endoglucanase (cellulase) from Teleogryllus emma and xylanase from Thermomyces lanuginosus and of the parental endoglucanase <448>	3.5
