uniprot_id,reaction_type,fit_mean,fit_std,num_act,max_min_diff,enzyme_type,enzyme_type_sub,acceptor
A0A1V0HSA2,reduction,6.5,,1,,Oxidoreductases,aldehyde or oxo group of donors,NAD+ or NADP+
A0A1V1FH01,,7.0,,1,,Lyases,Carbon-oxygen,
A0A1V1W312,,7.5,,1,,Oxidoreductases,CH-NH group of donors,NAD+ or NADP+
A0A1W1WDM4,oxidation,7.5,,1,,Oxidoreductases,oxygenases,other
A0A1W1WET7,oxidation,7.5,,1,,Oxidoreductases,oxygenases,other
A0A1W5QBK3,,7.6,,1,,Hydrolases,Glycosylases,
A0A1W6AKT2,,6.0,,1,,Hydrolases,Glycosylases,
A0A1W6ALG2,,6.25,,1,,Hydrolases,Glycosylases,
A0A1W6ALG8,,6.25,,1,,Hydrolases,Glycosylases,
A0A1W6DZL1,,6.5,,1,,Hydrolases,Glycosylases,
A0A1W6R2C1,,5.0,,1,,Hydrolases,Glycosylases,
A0A1W7HCY1,,8.5,,1,,Oxidoreductases,Oxidizing metal ions,NAD+ or NADP+
A0A1X9JQM7,,7.2,,1,,Transferases,Acyltransferases,
A0A1Y0E209,,5.5,,1,,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
A0A1Y2HEJ3,,7.5,,1,,Lyases,Phosphorus-oxygen,
A0A1Y2TH07,,5.333333333333333,,1,,Oxidoreductases,peroxide as acceptor,cytochrome
A0A1Y3Q6Q6,,7.0,,1,,Transferases,Glycosyltransferases,
A0A1Y9TFD9,,7.2,,1,,Transferases,Acyltransferases,
A0A1Z4EAX3,oxidation,9.5,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0A1Z4EAX3,reduction,6.5,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0A1Z4EAX4,oxidation,9.5,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0A1Z4EAX4,reduction,6.5,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0A218NGS0,,6.5,,1,,Oxidoreductases,"paired donors, with molecular oxygen",other
A0A220NLA7,,8.46,,1,,Transferases,phosphorus-containing groups,
A0A222C758,,7.0,,1,,Transferases,Glycosyltransferases,
A0A223FUT7,,8.0,,1,,Hydrolases,Glycosylases,
A0A223GEG1,,5.5,,1,,Hydrolases,Glycosylases,
A0A223KY92,,9.0,,1,,Hydrolases,Glycosylases,
A0A223LRZ7,reduction,6.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0A224ALZ8,,8.4,,1,,Transferases,one-carbon groups,
A0A224AQI3,,6.25,,1,,Oxidoreductases,aldehyde or oxo group of donors,other
A0A228BX09,,5.25,,1,,Hydrolases,Glycosylases,
A0A248QE08,,8.5,,1,,Lyases,Carbon-carbon,
A0A248QF88,,8.5,,1,,Hydrolases,peptide bonds (peptidases),
A0A251UH44,,7.75,,1,,Lyases,Carbon-oxygen,
A0A251UZF1,,7.75,,1,,Lyases,Carbon-oxygen,
A0A286JZ59,,5.0,,1,,Hydrolases,Glycosylases,
A0A286JZ72,,4.5,,1,,Hydrolases,Glycosylases,
A0A286K338,,9.5,,1,,Lyases,Carbon-oxygen,
A0A286LNP2,,6.0,,1,,Hydrolases,Glycosylases,
A0A286S1Z7,,7.5,,1,,Hydrolases,peptide bonds (peptidases),
A0A286S200,,7.5,,1,,Hydrolases,peptide bonds (peptidases),
A0A286S218,,7.5,,1,,Hydrolases,peptide bonds (peptidases),
A0A290DQ41,,9.0,,1,,Transferases,"alkyl or aryl groups, other than methyl groups",
A0A290DQJ2,,9.0,,1,,Transferases,"alkyl or aryl groups, other than methyl groups",
A0A291LTQ0,,7.0,,1,,Transferases,Acyltransferases,
A0A2A9FGJ5,oxidation,10.5,,1,,Oxidoreductases,CH-NH2 group of donors,NAD+ or NADP+
A0A2D3HJ61,,8.0,,1,,Hydrolases,ester bonds,
A0A2H4PJM1,,6.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0A2H4PJM2,,6.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0A2H4PJM7,,6.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0A2H4PMI3,,7.5,,1,,Oxidoreductases,aldehyde or oxo group of donors,NAD+ or NADP+
A0A2H4V677,,7.0,,1,,Hydrolases,ester bonds,
A0A2H4W727,,6.5,,1,,Hydrolases,ester bonds,
A0A2H5BHJ6,,9.5,,1,,Ligases,carbon-nitrogen bonds,
A0A2I2LGB3,,6.0,,1,,Hydrolases,Glycosylases,
A0A2I5TAF0,,8.0,,1,,Oxidoreductases,oxygenases,other
A0A2I6U1R0,,5.5,,1,,Hydrolases,ester bonds,
A0A2I6U1R5,,5.5,,1,,Hydrolases,ester bonds,
A0A2I7M6F6,,9.5,,1,,Hydrolases,peptide bonds (peptidases),
A0A2I7M8T7,,4.25,,1,,Oxidoreductases,peroxide as acceptor,NAD+ or NADP+
A0A2I7M8U2,,4.25,,1,,Oxidoreductases,peroxide as acceptor,NAD+ or NADP+
A0A2I7M8W6,,4.25,,1,,Oxidoreductases,peroxide as acceptor,NAD+ or NADP+
A0A2I9,,7.0,,1,,Lyases,Carbon-carbon,
A0A2K1XHK8,,7.833333333333333,,1,,Oxidoreductases,sulfur group of donors,NAD+ or NADP+
A0A2K2BSL2,,7.833333333333333,,1,,Oxidoreductases,sulfur group of donors,NAD+ or NADP+
A0A2K9Y5T7,,6.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0A2L0E8U4,,5.5,,1,,Transferases,Glycosyltransferases,
A0A2L0E8V5,,5.5,,1,,Transferases,Glycosyltransferases,
A0A2L2ND21,,4.3,,1,,Hydrolases,ester bonds,
A0A2L2NKH0,,4.8,,1,,Hydrolases,ester bonds,
A0A2L2R220,,10.0,,1,,Transferases,Glycosyltransferases,
A0A2N6JFX7,,6.5,,1,,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
A0A2P1BT06,,7.8,,1,,Ligases,carbon-sulfur bonds,
A0A2P1C6N7,,5.75,,1,,Oxidoreductases,peroxide as acceptor,NAD+ or NADP+
A0A2P1G7E2,,7.166666666666667,,1,,Lyases,Carbon-carbon,
A0A2P1MAF4,,6.5,,1,,Oxidoreductases,CH-OH group of donors,oxygen
A0A2P9J4V0,,8.5,,1,,Hydrolases,peptide bonds (peptidases),
A0A2R6X868,,9.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0A2T4C4X5,,5.5,,1,,Hydrolases,Glycosylases,
A0A2U7VJL8,,3.75,,1,,Oxidoreductases,diphenols and related substances as donors,oxygen
A0A2U7VJY0,,3.75,,1,,Oxidoreductases,diphenols and related substances as donors,oxygen
A0A2U8LMQ1,,7.0,,1,,Hydrolases,Glycosylases,
A0A2U8LMQ3,,7.0,,1,,Hydrolases,Glycosylases,
A0A2U8ZSD8,,7.5,,1,,Hydrolases,Glycosylases,
A0A2U9GHG9,,7.75,,1,,Lyases,Carbon-oxygen,
A0A2U9Q8K4,,5.0,,1,,Hydrolases,Glycosylases,
A0A2Y9CJ10,,6.5,,1,,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
A0A2Z4P5B1,reduction,3.75,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0A2Z5TTR4,,6.5,,1,,Hydrolases,ester bonds,
A0A2Z5VGL1,,2.4,,1,,Hydrolases,Glycosylases,
A0A2Z5VGM9,,2.4,,1,,Hydrolases,Glycosylases,
A0A2Z5VGN0,,2.4,,1,,Hydrolases,Glycosylases,
A0A2Z5VGV8,,2.4,,1,,Hydrolases,Glycosylases,
A0A2Z6BCG6,,8.0,,1,,Hydrolases,peptide bonds (peptidases),
A0A2Z6G0Q7,,7.5,,1,,Transferases,"alkyl or aryl groups, other than methyl groups",
A0A2Z6IAJ2,,9.0,,1,,Hydrolases,ester bonds,
A0A336U966,,6.0,,1,,Oxidoreductases,"paired donors, with molecular oxygen",other
A0A343IQS8,,4.0,,1,,Hydrolases,Glycosylases,
A0A345ANR9,,7.199999999999999,,1,,Lyases,Carbon-oxygen,
A0A345ANS0,,7.199999999999999,,1,,Lyases,Carbon-oxygen,
A0A346ARQ0,,7.0,,1,,Oxidoreductases,oxygenases,other
A0A346ARQ5,,7.0,,1,,Oxidoreductases,oxygenases,other
A0A380NDK1,,5.5,,1,,Hydrolases,Glycosylases,
A0A384J5R9,,5.333333333333333,,1,,Hydrolases,ester bonds,
A0A384KN43,,6.0,,1,,Oxidoreductases,CH-NH group of donors,NAD+ or NADP+
A0A384ZRB9,,8.5,,1,,Oxidoreductases,oxygenases,other
A0A385GJJ6,,9.0,,1,,Oxidoreductases,CH-NH2 group of donors,NAD+ or NADP+
A0A385TZ63,,9.0,,1,,Transferases,Acyltransferases,
A0A386IRJ1,,10.0,,1,,Hydrolases,peptide bonds (peptidases),
A0A399G7U0,,7.0,,1,,Hydrolases,Glycosylases,
A0A3B6UEQ6,,5.5,,1,,Hydrolases,Glycosylases,
A0A3D8J648,oxidation,9.0,,1,,Oxidoreductases,CH-NH2 group of donors,NAD+ or NADP+
A0A3D8J648,reduction,8.0,,1,,Oxidoreductases,CH-NH2 group of donors,NAD+ or NADP+
A0A3D8J924,oxidation,9.0,,1,,Oxidoreductases,CH-NH2 group of donors,NAD+ or NADP+
A0A3D8J924,reduction,8.0,,1,,Oxidoreductases,CH-NH2 group of donors,NAD+ or NADP+
A0A3D9VCI6,,6.6,,1,,Lyases,Carbon-oxygen,
A0A3F2YLY8,,7.0,,1,,Oxidoreductases,CH-OH group of donors,cytochrome
A0A3G2YMH7,,7.5,,1,,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
A0A3G4RHV5,,8.5,,1,,Transferases,phosphorus-containing groups,
A0A3G4RI75,,7.5,,1,,Transferases,phosphorus-containing groups,
A0A3G4YK61,oxidation,10.25,,1,,Oxidoreductases,CH-NH2 group of donors,NAD+ or NADP+
A0A3G4YK61,reduction,8.766666666666667,,1,,Oxidoreductases,CH-NH2 group of donors,NAD+ or NADP+
A0A3G5BB24,,4.0,,1,,Lyases,Carbon-oxygen,
A0A3L6E0R4,,7.4,,1,,Oxidoreductases,CH-OH group of donors,oxygen
A0A3Q0KZS1,,7.0,,1,,Transferases,Glycosyltransferases,
A0A3Q8GZM8,,4.0,,1,,Oxidoreductases,CH-CH group of donors,NAD+ or NADP+
A0A3Q8S421,,7.25,,1,,Transferases,"alkyl or aryl groups, other than methyl groups",
A0A3Q9CZQ1,,6.0,,1,,Hydrolases,Glycosylases,
A0A3R5WSX8,,9.0,,1,,Hydrolases,ester bonds,
A0A3S4PHH6,,6.75,,1,,Oxidoreductases,CH-OH group of donors,oxygen
A0A3S5HJL9,,7.25,,1,,Transferases,"alkyl or aryl groups, other than methyl groups",
A0A3S5YA89,,8.0,,1,,Oxidoreductases,CH-OH group of donors,oxygen
A0A3S5YBC7,,5.666666666666667,,1,,Hydrolases,Glycosylases,
A0A3S5ZPF7,,7.0,,1,,Transferases,nitrogenous groups,
A0A3S7R533,,4.0,,1,,Oxidoreductases,CH-CH group of donors,NAD+ or NADP+
A0A3S7WWI2,,7.5,,1,,Hydrolases,peptide bonds (peptidases),
A0A3S8RK07,,7.25,,1,,Transferases,"alkyl or aryl groups, other than methyl groups",
A0A401H9D3,,5.0,,1,,Transferases,Glycosyltransferases,
A0A411EZW9,,8.0,,1,,Hydrolases,ester bonds,
A0A415J2H1,,9.5,,1,,Transferases,Acyltransferases,
A0A451ENJ9,,7.25,,1,,Transferases,"alkyl or aryl groups, other than methyl groups",
A0A455KZK8,reduction,6.5,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0A481MY41,,5.5,,1,,Transferases,Glycosyltransferases,
A0A481NV25,,6.0,,1,,Lyases,Carbon-carbon,
A0A481S4R2,,8.0,,1,,Oxidoreductases,oxygenases,other
A0A482P6A8,oxidation,9.6,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0A482P6A8,reduction,8.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0A494WD27,,8.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0A494WKI6,,8.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0A499UB99,,8.0,,1,,Oxidoreductases,CH-NH2 group of donors,oxygen
A0A4D6FG55,,7.8,,1,,Oxidoreductases,oxygenases,other
A0A4P2SMY1,oxidation,9.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0A4P2SMY1,reduction,6.8,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0A4P6X2C3,,8.1,,1,,Transferases,Acyltransferases,
A0A4P8DY91,,7.5,,1,,Transferases,one-carbon groups,
A0A4P8GNL5,,8.0,,1,,Transferases,nitrogenous groups,
A0A4P8XUU6,,8.0,,1,,Transferases,Glycosyltransferases,
A0A4Q0VE60,,7.0,,1,,Isomerases,Intramolecular oxidoreductases,
A0A4S2BJW1,,8.5,,1,,Isomerases,Intramolecular transferases,
A0A4S2CHH9,,5.0,,1,,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
A0A4Z0GFP0,,4.971428571428571,,1,,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
A0A545BBS8,oxidation,10.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0A545BBS8,reduction,6.5,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0A5A4PXL6,,7.0,,1,,Transferases,one-carbon groups,
A0A5E8F621,,5.4,,1,,Transferases,Glycosyltransferases,
A0A5H2WVH6,,8.166666666666666,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0A5H2WXM2,oxidation,9.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0A5H2WXM2,reduction,7.5,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0A5H2WZU5,,8.166666666666666,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0A5H2X0F8,oxidation,9.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0A5H2X0F8,reduction,7.5,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0A5H2X4C4,,8.166666666666666,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0A5J6CZH4,,6.5,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0A5P8Q188,oxidation,9.5,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0A656Z7Q3,,6.5,,1,,Oxidoreductases,CH-CH group of donors,other
A0A674DA32,,7.3,,1,,Transferases,nitrogenous groups,
A0A6B7HCZ2,,6.4,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0A6B7HD48,,6.8,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0A6B9R5D4,,7.5,,1,,Oxidoreductases,"paired donors, with molecular oxygen",other
A0A6B9R6D5,,7.5,,1,,Oxidoreductases,"paired donors, with molecular oxygen",other
A0A6C0WX00,,8.5,,1,,Transferases,one-carbon groups,
A0A6F8QRG1,,6.25,,1,,Oxidoreductases,aldehyde or oxo group of donors,other
A0A6G3T2F2,oxidation,10.0,,1,,Oxidoreductases,CH-NH2 group of donors,NAD+ or NADP+
A0A6G3T2F2,reduction,8.5,,1,,Oxidoreductases,CH-NH2 group of donors,NAD+ or NADP+
A0A6H0MBW1,,3.5,,1,,Oxidoreductases,peroxide as acceptor,NAD+ or NADP+
A0A7G1H6X8,,7.0,,1,,Oxidoreductases,oxygenases,other
A0A7G4NVP1,reduction,7.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0A7G4NVP2,reduction,7.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0A7L7T1A0,,5.5,,1,,Oxidoreductases,CH-OH group of donors,oxygen
A0A7M3TWE5,,7.5,,1,,Oxidoreductases,oxygenases,other
A0A7R7ZDZ6,,8.0,,1,,Oxidoreductases,peroxide as acceptor,NAD+ or NADP+
A0A7T1FRB0,,5.0,,1,,Oxidoreductases,diphenols and related substances as donors,oxygen
A0A7U9P668,,6.0,,1,,Hydrolases,Glycosylases,
A0A8A1G1R1,,6.0,,1,,Hydrolases,Glycosylases,
A0A8B0RBM2,,8.5,,1,,Hydrolases,ester bonds,
A0A8F4N283,,8.5,,1,,Hydrolases,ester bonds,
A0A8F5SIS3,,8.75,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0A8F5XX49,,8.75,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0A8G1A3Q5,,4.5,,1,,Hydrolases,Glycosylases,
A0A8V1ABE9,,8.5,,1,,Lyases,Carbon-nitrogen,
A0A8X8M505,,7.5,,1,,Transferases,one-carbon groups,
A0EJ89,,5.8,,1,,Lyases,Carbon-carbon,
A0EQW8,,7.5,,1,,Hydrolases,Glycosylases,
A0FHA7,,4.5,,1,,Hydrolases,ester bonds,
A0FHA8,,4.5,,1,,Hydrolases,ester bonds,
A0FHA9,,4.5,,1,,Hydrolases,ester bonds,
A0FHB0,,4.5,,1,,Hydrolases,ester bonds,
A0FHB1,,4.5,,1,,Hydrolases,ester bonds,
A0FHB2,,4.5,,1,,Hydrolases,ester bonds,
A0FHB3,,4.5,,1,,Hydrolases,ester bonds,
A0JC04,oxidation,10.5,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0JC04,reduction,6.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0JND3,,6.25,,1,,Transferases,Glycosyltransferases,
A0KJP3,,8.2,,1,,Lyases,Carbon-carbon,
A0KL98,,11.0,,1,,Isomerases,Racemases and epimerases,
A0KPW5,,7.5,,1,,Translocases,amino acids and peptides,
A0L8G4,,9.5,,1,,Oxidoreductases,aldehyde or oxo group of donors,iron-sulfur protein
A0L8G5,,9.5,,1,,Oxidoreductases,aldehyde or oxo group of donors,iron-sulfur protein
A0LFF8,,8.5,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0MQA3,,5.5,,1,,Hydrolases,peptide bonds (peptidases),
A0MTG4,reduction,6.5,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0NIJ1,oxidation,9.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0NIJ1,reduction,8.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A0P951,,8.0,,1,,Oxidoreductases,other nitrogenous compounds as donors,cytochrome
A0PCH8,,4.5,,1,,Hydrolases,Glycosylases,
A0PDV5,,7.8,,1,,Transferases,Acyltransferases,
A0QT53,,7.25,,1,,Isomerases,Intramolecular oxidoreductases,
A0QV01,,8.5,,1,,Hydrolases,Glycosylases,
A0QVQ8,,10.0,,1,,Oxidoreductases,CH-NH2 group of donors,NAD+ or NADP+
A0QW99,,8.0,,1,,Oxidoreductases,CH-CH group of donors,other
A0QWS1,,7.8,,1,,Transferases,one-carbon groups,
A0QX86,,7.5,,1,,Hydrolases,ester bonds,
A0QYE8,,7.6,,1,,Oxidoreductases,other nitrogenous compounds as donors,NAD+ or NADP+
A0R109,,7.75,,1,,Transferases,Acyltransferases,
A0R1T2,,8.0,,1,,Oxidoreductases,CH-CH group of donors,other
A0R1T7,,8.0,,1,,Oxidoreductases,CH-CH group of donors,other
A0R2E2,,6.0,,1,,Transferases,Glycosyltransferases,
A0R2W9,,8.0,,1,,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
A0R4I6,,8.0,,1,,Lyases,Carbon-nitrogen,
A0R618,,7.5,,1,,Ligases,carbon-sulfur bonds,
A0R6D9,,8.2,,1,,Transferases,phosphorus-containing groups,
A0SWS3,,6.65,,1,,Hydrolases,Glycosylases,
A0SWS4,,6.65,,1,,Hydrolases,Glycosylases,
A0SZU9,,8.5,,1,,Transferases,phosphorus-containing groups,
A0T1V9,,6.5,,1,,Lyases,Carbon-carbon,
A0ZSY5,,8.799999999999999,,1,,Oxidoreductases,iron-sulfur proteins as donors,NAD+ or NADP+
A0ZXZ4,,6.0,,1,,Oxidoreductases,"paired donors, with molecular oxygen",other
A0ZZH6,,6.25,,1,,Transferases,Glycosyltransferases,
A1A278,,5.3,,1,,Hydrolases,Glycosylases,
A1ADJ6,,7.25,,1,,Transferases,Acyltransferases,
A1B3P3,,8.166666666666666,,1,,Ligases,carbon-oxygen bonds,
A1B8Z3,,7.1,,1,,Transferases,nitrogenous groups,
A1B9D5,,8.0,,1,,Ligases,carbon-oxygen bonds,
A1C3J6,,10.0,,1,,Hydrolases,ester bonds,
A1C3J9,,5.0,,1,,Hydrolases,Glycosylases,
A1CIA7,,8.65,,1,,Hydrolases,peptide bonds (peptidases),
A1DRD5,,8.0,,1,,Hydrolases,peptide bonds (peptidases),
A1E2A6,,7.5,,1,,Hydrolases,Glycosylases,
A1E2B6,,7.5,,1,,Hydrolases,Glycosylases,
A1IG83,,8.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A1IHE6,,8.5,,1,,Oxidoreductases,"paired donors, with molecular oxygen",other
A1IHL0,,5.0,,1,,Hydrolases,Glycosylases,
A1IJT7,,7.15,,1,,Oxidoreductases,CH-NH2 group of donors,iron-sulfur protein
A1JHN0,,8.0,,1,,Transferases,"alkyl or aryl groups, other than methyl groups",
A1KU15,,8.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A1L4V7,,8.0,,1,,Lyases,Carbon-sulfur,
A1R2C3,,6.75,,1,,Oxidoreductases,CH-NH2 group of donors,oxygen
A1RDD3,,6.75,,1,,Oxidoreductases,CH-NH2 group of donors,oxygen
A1RVM8,,7.5,,1,,Oxidoreductases,CH-NH group of donors,other
A1RVM8,oxidation,7.5,0.8493218002880442,3,,Oxidoreductases,CH-NH group of donors,other
A1S3N8,,4.15,,1,,Hydrolases,peptide bonds (peptidases),
A1SCS9,,5.5,,1,,Lyases,Carbon-oxygen,
A1X808,oxidation,6.5,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A1X808,reduction,5.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A1X864,,6.5,,1,,Hydrolases,ester bonds,
A1XBT9,,6.5,,1,,Hydrolases,Glycosylases,
A1XLE2,,9.5,,1,,Lyases,Nitrogen-oxygen,
A1YQE2,,7.0,,1,,Hydrolases,Glycosylases,
A1YR25,,6.5,,1,,Hydrolases,Glycosylases,
A1YYW7,,9.0,,1,,Hydrolases,ester bonds,
A1YZ22,,2.75,,1,,Hydrolases,peptide bonds (peptidases),
A1YZ23,,8.5,,1,,Lyases,Carbon-carbon,
A1Z0K2,,8.0,,1,,Hydrolases,peptide bonds (peptidases),
A2AJ88,,8.5,,1,,Hydrolases,ester bonds,
A2AP18,,7.0,,1,,Hydrolases,ester bonds,
A2AXG5,,8.5,,1,,Transferases,"alkyl or aryl groups, other than methyl groups",
A2BLE9,,5.5,,1,,Lyases,Carbon-carbon,
A2DJ40,oxidation,8.666666666666666,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A2DJ40,reduction,6.5,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A2ICG5,,2.75,,1,,Hydrolases,peptide bonds (peptidases),
A2ICG6,,2.75,,1,,Hydrolases,peptide bonds (peptidases),
A2ICH1,,6.0,,1,,Hydrolases,Glycosylases,
A2QAC0,,9.4,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A2QG68,,4.75,,1,,Hydrolases,Glycosylases,
A2QIR3,,7.0,,1,,Hydrolases,ester bonds,
A2QJF7,,4.5,,1,,Hydrolases,Glycosylases,
A2QKT4,,4.5,,1,,Hydrolases,Glycosylases,
A2QL72,,1.8,,1,,Hydrolases,Glycosylases,
A2QTU5,,3.5,,1,,Hydrolases,Glycosylases,
A2QZI3,,5.75,,1,,Hydrolases,ester bonds,
A2R2V4,,6.0,,1,,Hydrolases,peptide bonds (peptidases),
A2R2W3,,5.75,,1,,Hydrolases,ester bonds,
A2R3L3,,4.5,,1,,Hydrolases,peptide bonds (peptidases),
A2R4V5,,9.5,,1,,Oxidoreductases,aldehyde or oxo group of donors,NAD+ or NADP+
A2RB93,,4.0,,1,,Hydrolases,Glycosylases,
A2SZ52,,8.0,,1,,Transferases,Acyltransferases,
A2T1M5,,7.9,,1,,Transferases,phosphorus-containing groups,
A2T1U6,,6.0,,1,,Hydrolases,peptide bonds (peptidases),
A2TK72,,8.75,,1,,Hydrolases,peptide bonds (peptidases),
A2VCW9,,8.7,,1,,Oxidoreductases,CH-NH group of donors,NAD+ or NADP+
A3D2G6,,8.0,,1,,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
A3DBX9,,8.0,,1,,Isomerases,Intramolecular oxidoreductases,
A3DC06,,8.5,,1,,Lyases,Carbon-oxygen,
A3DD66,,7.0,,1,,Hydrolases,Glycosylases,
A3DD67,,6.0,,1,,Hydrolases,Glycosylases,
A3DEX4,,5.550000000000001,,1,,Hydrolases,Glycosylases,
A3DHT2,,7.4,,1,,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
A3DIL8,,7.5,,1,,Isomerases,Intramolecular oxidoreductases,
A3DJL8,,8.5,,1,,Hydrolases,ester bonds,
A3DJQ6,,5.550000000000001,,1,,Transferases,Glycosyltransferases,
A3DP49,,6.5,,1,,Ligases,phosphoric-ester bonds,
A3E7Z7,,7.5,,1,,Transferases,Acyltransferases,
A3F8V1,,9.0,,1,,Transferases,Glycosyltransferases,
A3F8V2,,5.0,,1,,Hydrolases,Glycosylases,
A3F8Z8,,4.0,,1,,Oxidoreductases,diphenols and related substances as donors,oxygen
A3FFK4,,7.75,,1,,Hydrolases,Glycosylases,
A3FJ49,,8.0,,1,,Oxidoreductases,CH-OH group of donors,cytochrome
A3FJ51,,8.0,,1,,Oxidoreductases,CH-OH group of donors,cytochrome
A3GHL4,,6.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A3GHR6,,6.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A3KCL7,,8.4,,1,,Oxidoreductases,CH-NH2 group of donors,oxygen
A3KEZ1,,8.0,,1,,Oxidoreductases,CH-NH2 group of donors,quinone
A3KEZ1,oxidation,7.982344036591975,0.4096452385717173,3,,Oxidoreductases,CH-NH2 group of donors,quinone
A3MTK6,,8.0,,1,,Hydrolases,ester bonds,
A3MUJ4,,5.5,,1,,Isomerases,Racemases and epimerases,
A3MV85,,10.5,,1,,Transferases,phosphorus-containing groups,
A3MVR8,oxidation,10.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A3MVR8,reduction,6.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A3MWL6,,5.5,,1,,Hydrolases,Glycosylases,
A3MWU9,,10.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
A3MWV9,,8.25,,1,,Lyases,Carbon-oxygen,
A3PRB5,,8.2,,1,,Lyases,Carbon-oxygen,
A3QVN6,,5.5,,1,,Hydrolases,Glycosylases,
A3REN3,,8.0,,1,,Oxidoreductases,peroxide as acceptor,NAD+ or NADP+
A3RLW7,,7.5,,1,,Oxidoreductases,superoxide as acceptor,NAD+ or NADP+
A3RXB7,,7.5,,1,,Oxidoreductases,CH-OH group of donors,oxygen
A3SLM3,,8.0,,1,,Oxidoreductases,"paired donors, with molecular oxygen",other
A3UR40,,8.0,,1,,Lyases,Carbon-oxygen,
A3UR41,,8.0,,1,,Lyases,Carbon-oxygen,
A3UR44,,7.75,,1,,Lyases,Carbon-oxygen,
